学校,专业,备注,年份,科目,平均分,最低分,位次
中南大学,临床医学,（八年制）（第1~6学年按本科生标准（7800元/年缴纳学费，第7〜8学年）（转入博士生阶段按临床医学专业学位博士生学费标准）（15000元/年缴纳学费）） 选科要求：首选物理，再选化学、生物(2科必选),2023,物理类,-,662,953
中南大学,口腔医学,（5+3—体化） 选科要求：首选物理，再选化学、生物(2科必选),2023,物理类,-,660,1118
中南大学,计算机类,（计算机与通信类）（包含计算机科学与技术、信息安全、通信工程、数据科学与大数据技术） 选科要求：首选物理，再选不限,2023,物理类,-,640,3779
中南大学,电子信息类,（包含光电信息科学与工程、电子信息科学与技术） 选科要求：首选物理，再选不限,2023,物理类,-,639,3974
中南大学,临床医学类,（临床及口腔五年制医学类）（包含临床医学（五年制、口腔医学）（五年制、麻醉学、精神医学）） 选科要求：首选物理，再选化学、生物(2科必选),2023,物理类,-,638,4170
中南大学,软件工程,选科要求：首选物理，再选不限,2023,物理类,-,638,4170
中南大学,航空航天类,（包含航空航天工程） 选科要求：首选物理，再选不限,2023,物理类,-,638,4170
中南大学,公共卫生与预防医学类,（非临床五年制医学类）（包含预防医学、基础医学、临床药学） 选科要求：首选物理，再选化学、生物(2科必选),2023,物理类,-,637,4365
中南大学,数学类,（包含数学与应用数学、信息与计算科学、统计学） 选科要求：首选物理，再选不限,2023,物理类,-,637,4365
中南大学,能源动力类,（能源类）（包含能源与动力工程、新能源科学与工程、建筑环境与能源应用工程） 选科要求：首选物理，再选不限,2023,物理类,-,635,4749
中南大学,自动化类,（自动化与电气类）（包含电气工程及其自动化、自动化、测控技术与仪器、电于信息工程、人工智能） 选科要求：首选物理，再选化学,2023,物理类,-,634,4948
中南大学,建筑类,（建筑城规类）（包含建筑学、城乡规划） 选科要求：首选物理，再选不限,2023,物理类,-,634,4948
中南大学,机械类,（包含机械设计制造及其自动化、车辆工程、微电子科学与工程） 选科要求：首选物理，再选不限,2023,物理类,-,633,5158
中南大学,测绘类,（遥感测绘类）（包含测绘工程、遥感科学与技术） 选科要求：首选物理，再选不限,2023,物理类,-,633,5158
中南大学,金融学类,（经济管理类）（包含国际经济与贸易、金融学、工商管理、会计学、行政管理） 选科要求：首选物理，再选不限,2023,物理类,-,633,5158
中南大学,土木类,（土木安全类）（包含土木工程、铁道工程、工程力学、消防工程、工程管理、城市地下空间工程、安全工程） 选科要求：首选物理，再选不限,2023,物理类,-,632,5340
中南大学,交通运输类,（包含交通运输、交通设备与障制工程、轨道交通信号与注制） 选科要求：首选物理，再选化学,2023,物理类,-,630,5771
中南大学,材料类,（冶金材料类）（包含材料科学与工程、粉体材料科学与工程、冶金工程、新能源材料与器件、无机非金属材料工程） 选科要求：首选物理，再选化学,2023,物理类,-,628,6240
中南大学,化工与制药类,（化学生物环境类）（包含应用化学、化学工程与工艺、制药工程、生物工程、生物技术） 选科要求：首选物理，再选化学,2023,物理类,-,628,6240
中南大学,计算机科学与技术,（中外合作办学）（中南大学邓迪国际学院）（专业课程采用全英文授课，建议非英语语种考生慎重报考） 选科要求：首选物理，再选不限,2023,物理类,-,614,10130
中南大学,数学与应用数学,（中外合作办学）（中南大学邓迪国际学院）（专业课程采用全英文授课，建议非英语语种考生慎重报考） 选科要求：首选物理，再选不限,2023,物理类,-,612,10834
中南大学,机械设计制造及其自动化,（中外合作办学）（中南大学邓迪国际学院）（专业课程采用全英文授课，建议非英语语种考生慎重报考） 选科要求：首选物理，再选不限,2023,物理类,-,608,12232
中南大学,交通设备与控制工程,（中外合作办学）（中南大学邓迪国际学院）（专业课程采用全英文授课，建议非英语语种考生慎重报考） 选科要求：首选物理，再选化学,2023,物理类,-,606,12939
中南大学,土木工程,（中外合作办学）（中南大学邓迪国际学院）（专业课程采用全英文授课，建议非英语语种考生慎重报考） 选科要求：首选物理，再选不限,2023,物理类,-,604,13674
中南大学,法学类,（包含社会学、法学） 选科要求：首选历史，再选不限,2023,历史类,-,619,744
中南大学,中国语言文学类,（包含汉语言文学、数字出版） 选科要求：首选历史，再选不限,2023,历史类,-,613,1016
中南大学,金融学类,（经济管理类）（包含国际经济与贸易、金融学、工商管理、会计学、行政管理） 选科要求：首选历史，再选不限,2023,历史类,-,611,1119
中南大学,外国语言文学类,（包含英语、法语、日语、西班牙语） 选科要求：首选历史，再选不限,2023,历史类,-,611,1119
中南大学,临床医学,（八年制） 选科要求：首选物理，再选化学、生物(2科必选),2022,物理类,-,640,1175
中南大学,口腔医学,（5+3一体化） 选科要求：首选物理，再选化学、生物(2科必选),2022,物理类,-,636,1549
中南大学,计算机类,（计算机与通信类） 选科要求：首选物理，再选不限,2022,物理类,-,621,3543
中南大学,临床医学类,（临床及口腔五年制医学类） 选科要求：首选物理，再选化学、生物(2科必选),2022,物理类,-,620,3716
中南大学,公共卫生与预防医学类,（非临床五年制医学类） 选科要求：首选物理，再选化学、生物(2科必选),2022,物理类,-,619,3877
中南大学,软件工程,选科要求：首选物理，再选不限,2022,物理类,-,618,4048
中南大学,电子信息类,选科要求：首选物理，再选不限,2022,物理类,-,618,4048
中南大学,航空航天类,选科要求：首选物理，再选不限,2022,物理类,-,617,4263
中南大学,能源动力类,（能源类） 选科要求：首选物理，再选不限,2022,物理类,-,616,4452
中南大学,数学类,（数学物理类） 选科要求：首选物理，再选不限,2022,物理类,-,616,4452
中南大学,金融学类,（经济管理类） 选科要求：首选物理，再选不限,2022,物理类,-,615,4665
中南大学,测绘类,（遥感测绘类） 选科要求：首选物理，再选不限,2022,物理类,-,614,4853
中南大学,建筑类,（建筑城规类） 选科要求：首选物理，再选不限,2022,物理类,-,613,5050
中南大学,土木类,（土木安全类） 选科要求：首选物理，再选不限,2022,物理类,-,613,5050
中南大学,机械类,选科要求：首选物理，再选不限,2022,物理类,-,613,5050
中南大学,自动化类,（自动化与电气类） 选科要求：首选物理，再选化学,2022,物理类,-,611,5469
中南大学,交通运输类,选科要求：首选物理，再选化学,2022,物理类,-,608,6162
中南大学,材料类,（冶金材料类） 选科要求：首选物理，再选化学,2022,物理类,-,606,6699
中南大学,化工与制药类,（化学生物环境类） 选科要求：首选物理，再选化学,2022,物理类,-,606,6699
中南大学,计算机科学与技术,（中外合作办学）（中南大学邓迪国际学院）（考生高考成绩）（含全国性高考政策性加分）（须达到特殊类型招生录取控制参考分数线） 选科要求：首选物理，再选不限,2022,物理类,-,592,11012
中南大学,机械设计制造及其自动化,（中外合作办学）（中南大学邓迪国际学院）（考生高考成绩）（含全国性高考政策性加分）（须达到特殊类型招生录取控制参考分数线） 选科要求：首选物理，再选不限,2022,物理类,-,587,12867
中南大学,数学与应用数学,（中外合作办学）（中南大学邓迪国际学院）（考生高考成绩）（含全国性高考政策性加分）（须达到特殊类型招生录取控制参考分数线） 选科要求：首选物理，再选不限,2022,物理类,-,586,13272
中南大学,交通设备与控制工程,（中外合作办学）（中南大学邓迪国际学院）（考生高考成绩）（含全国性高考政策性加分）（须达到特殊类型招生录取控制参考分数线） 选科要求：首选物理，再选化学,2022,物理类,-,586,13272
中南大学,土木工程,（中外合作办学）（中南大学邓迪国际学院）（考生高考成绩）（含全国性高考政策性加分）（须达到特殊类型招生录取控制参考分数线） 选科要求：首选物理，再选不限,2022,物理类,-,584,14043
中南大学,法学类,选科要求：首选历史，再选不限,2022,历史类,-,605,731
中南大学,中国语言文学类,选科要求：首选历史，再选不限,2022,历史类,-,600,981
中南大学,金融学类,（经济管理类） 选科要求：首选历史，再选不限,2022,历史类,-,598,1112
中南大学,外国语言文学类,选科要求：首选历史，再选不限,2022,历史类,-,598,1112
中南大学,口腔医学,（5+3一体化）（5年制）,2020,理科,-,661,1307
中南大学,临床医学,（8年制）,2020,理科,-,661,1307
中南大学,临床医学类,（临床及口腔5年制医学类）（5年制）（含临床医学（5年制）、口腔医学（5年制）、麻醉学；收费7800元/年）,2020,理科,-,644,3580
中南大学,计算机类,（计算机信息类）（含计算机科学与技术、信息安全、物联网工程、通信工程、数据科学与大数据技术；收费6500元/年）,2020,理科,-,643,3764
中南大学,软件工程,（收费8950元/年）,2020,理科,-,642,3950
中南大学,公共卫生与预防医学类,（非临床5年制医学类）（5年制）（含预防医学、基础医学、临床药学；收费7800元/年）,2020,理科,-,642,3950
中南大学,建筑类,（建筑城规类）（5年制）（含建筑学、城乡规划；收费6500元/年）,2020,理科,-,641,4128
中南大学,金融学类,（经济管理类）（含国际经济与贸易、金融学、工商管理、会计学、行政管理、劳动与社会保障；收费5500元/年）,2020,理科,-,641,4128
中南大学,电子信息类,（含光电信息科学与工程、电子信息科学与技术；收费5300元/年）,2020,理科,-,641,4128
中南大学,数学类,（数学物理类）（含数学与应用数学、信息与计算科学、统计学、应用物理学；收费5300元/年）,2020,理科,-,641,4128
中南大学,自动化类,（自动化与电气类）（含电气工程及其自动化、自动化、测控技术与仪器、电子信息工程、智能科学与技术；收费6500元/年）,2020,理科,-,640,4296
中南大学,航空航天类,（含航空航天工程、探测制导与控制技术）,2020,理科,-,640,4296
中南大学,医学技术类,（医学四年类）（含医学检验技术、药学；收费7800元/年）,2020,理科,-,639,4470
中南大学,能源动力类,（能源类）（含能源与动力工程、新能源科学与工程、建筑环境与能源应用工程；收费6500元/年）,2020,理科,-,637,4880
中南大学,化工与制药类,（化学生物环境类）（含应用化学、化学工程与工艺、制药工程、生物工程、生物技术；收费5300元/年）,2020,理科,-,636,5093
中南大学,材料类,（冶金材料类）（含材料科学与工程、材料化学、高分子材料与工程、粉体材料科学与工程、冶金工程、新能源材料与器件、无机非金属材料工程；收费6500元/年）,2020,理科,-,636,5093
中南大学,机械类,（含机械设计制造及其自动化、车辆工程、微电子科学与工程；收费6500元/年）,2020,理科,-,636,5093
中南大学,交通运输类,（含交通运输、交通设备与控制工程、轨道交通信号与控制；收费6500元/年）,2020,理科,-,636,5093
中南大学,土木类,（土木安全类）（含土木工程、铁道工程、工程力学、消防工程、工程管理、城市地下空间工程、安全工程；收费6500元/年）,2020,理科,-,636,5093
中南大学,法学类,（含社会学、法学；收费5300元/年）,2020,文科,-,631,778
中南大学,中国语言文学类,（含汉语言文学、数字出版、广播电视学；收费5300元/年）,2020,文科,-,628,956
中南大学,外国语言文学类,（含英语、法语、日语、西班牙语；收费5300元/年）,2020,文科,-,628,956
中南大学,金融学类,（经济管理类）（含国际经济与贸易、金融学、工商管理、会计学、行政管理、劳动与社会保障；收费5500元/年）,2020,文科,-,627,1029
中国人民解放军国防科技大学,自动化类,（含自动化（无人机方向）、机器人工程、人工智能专业。只招收普通高中应届毕业生，政治面貌为共青团员或中共党员。考生入校后以英语为公共外语教学内容安排教学。收费6500元/年）,2020,理科,-,644,-
中国人民解放军国防科技大学,航空航天类,（含航空航天工程、飞行器动力工程、材料科学与工程专业。只招收普通高中应届毕业生，政治面貌为共青团员或中共党员。考生入校后以英语为公共外语教学内容安排教学。收费6500元/年）,2020,理科,-,643,-
中国人民解放军国防科技大学,电子信息类,（含电子信息工程、电子科学与技术、微电子科学与工程、集成电路设计与集成系统、通信工程、信息工程、光电信息科学与工程专业。只招收普通高中应届毕业生，政治面貌为共青团员或中共党员。考生入校后以英语为公共外语教学内容安排教学）,2020,理科,-,642,-
中国人民解放军国防科技大学,计算机类,（含软件工程、网络工程、计算机科学与技术（计算机系统方向）、计算机科学与技术（并行计算方向）、计算机科学与技术（大数据方向）、信息安全专业。只招收普通高中应届毕业生，政治面貌为共青团员或中共党员考生入校后以英语为公共外语教学内容安排教学。收费6500元/年）,2020,理科,-,642,-
中国人民解放军国防科技大学,大气科学类,（含大气科学、应用气象学专业。只招收普通高中应届毕业生，政治面貌为共青团员或中共党员。考生入校后以英语为公共外语教学内容安排教学。收费5300元/年）,2020,理科,-,642,-
湖南大学,计算机科学与技术,选科要求：首选物理，再选不限,2023,物理类,-,635,4749
湖南大学,计算机科学与技术,（人工智能班） 选科要求：首选物理，再选不限,2023,物理类,-,634,4948
湖南大学,精算学,选科要求：首选物理，再选不限,2023,物理类,-,634,4948
湖南大学,理科试验班,选科要求：首选物理，再选不限,2023,物理类,-,633,5158
湖南大学,信息安全,选科要求：首选物理，再选不限,2023,物理类,-,633,5158
湖南大学,电气工程及其自动化,选科要求：首选物理，再选不限,2023,物理类,-,632,5340
湖南大学,电子信息工程,选科要求：首选物理，再选不限,2023,物理类,-,631,5544
湖南大学,软件工程,选科要求：首选物理，再选不限,2023,物理类,-,631,5544
湖南大学,人工智能,选科要求：首选物理，再选不限,2023,物理类,-,631,5544
湖南大学,电子科学与技术,选科要求：首选物理，再选不限,2023,物理类,-,630,5771
湖南大学,自动化,选科要求：首选物理，再选不限,2023,物理类,-,630,5771
湖南大学,通信工程,选科要求：首选物理，再选不限,2023,物理类,-,630,5771
湖南大学,化学类,选科要求：首选物理，再选化学,2023,物理类,-,629,6022
湖南大学,储能科学与工程,选科要求：首选物理，再选不限,2023,物理类,-,628,6240
湖南大学,能源与动力工程,（未来能源与动力创新实验班） 选科要求：首选物理，再选不限,2023,物理类,-,628,6240
湖南大学,智能制造工程,选科要求：首选物理，再选不限,2023,物理类,-,628,6240
湖南大学,统计学类,选科要求：首选物理，再选不限,2023,物理类,-,628,6240
湖南大学,机器人工程,选科要求：首选物理，再选不限,2023,物理类,-,628,6240
湖南大学,法学,选科要求：首选物理，再选不限,2023,物理类,-,628,6240
湖南大学,测控技术与仪器,选科要求：首选物理，再选不限,2023,物理类,-,627,6483
湖南大学,智能车辆工程,选科要求：首选物理，再选不限,2023,物理类,-,627,6483
湖南大学,工程力学,（力学实验班） 选科要求：首选物理，再选不限,2023,物理类,-,627,6483
湖南大学,数学类,选科要求：首选物理，再选不限,2023,物理类,-,627,6483
湖南大学,会计学,选科要求：首选物理，再选不限,2023,物理类,-,626,6725
湖南大学,机械类,选科要求：首选物理，再选不限,2023,物理类,-,625,6984
湖南大学,应用物理学,选科要求：首选物理，再选不限,2023,物理类,-,625,6984
湖南大学,生物技术,选科要求：首选物理，再选化学/生物(2选1),2023,物理类,-,624,7221
湖南大学,生物医学工程,选科要求：首选物理，再选不限,2023,物理类,-,624,7221
湖南大学,化学工程与工艺,选科要求：首选物理，再选不限,2023,物理类,-,624,7221
湖南大学,城乡规划,选科要求：首选物理，再选不限,2023,物理类,-,624,7221
湖南大学,工业设计,选科要求：首选物理，再选不限,2023,物理类,-,623,7483
湖南大学,环境科学与工程类,选科要求：首选物理，再选化学/生物(2选1),2023,物理类,-,623,7483
湖南大学,给排水科学与工程,选科要求：首选物理，再选不限,2023,物理类,-,623,7483
湖南大学,工商管理,选科要求：首选物理，再选不限,2023,物理类,-,623,7483
湖南大学,数字经济,选科要求：首选物理，再选不限,2023,物理类,-,623,7483
湖南大学,土木工程,选科要求：首选物理，再选不限,2023,物理类,-,622,7772
湖南大学,材料科学与工程,选科要求：首选物理，再选不限,2023,物理类,-,622,7772
湖南大学,建筑环境与能源应用工程,（低碳建筑实验班） 选科要求：首选物理，再选不限,2023,物理类,-,622,7772
湖南大学,城市管理,选科要求：首选物理，再选不限,2023,物理类,-,622,7772
湖南大学,行政管理,选科要求：首选物理，再选不限,2023,物理类,-,622,7772
湖南大学,建筑学,选科要求：首选物理，再选不限,2023,物理类,-,622,7772
湖南大学,新闻传播学类,选科要求：首选物理，再选不限,2023,物理类,-,622,7772
湖南大学,国际经济与贸易,（实验班） 选科要求：首选物理，再选不限,2023,物理类,-,622,7772
湖南大学,金融学,选科要求：首选物理，再选不限,2023,物理类,-,622,7772
湖南大学,经济学类,选科要求：首选物理，再选不限,2023,物理类,-,622,7772
湖南大学,化学工程与工艺,（国家专项） 选科要求：首选物理，再选不限,2023,物理类,-,621,8068
湖南大学,土木工程,（高校专项） 选科要求：首选物理，再选不限,2023,物理类,-,618,8925
湖南大学,给排水科学与工程,（高校专项） 选科要求：首选物理，再选不限,2023,物理类,-,618,8925
湖南大学,材料科学与工程,（高校专项） 选科要求：首选物理，再选不限,2023,物理类,-,618,8925
湖南大学,建筑环境与能源应用工程,（国家专项）（低碳建筑实验班） 选科要求：首选物理，再选不限,2023,物理类,-,618,8925
湖南大学,土木工程,（国家专项） 选科要求：首选物理，再选不限,2023,物理类,-,617,9244
湖南大学,给排水科学与工程,（国家专项） 选科要求：首选物理，再选不限,2023,物理类,-,617,9244
湖南大学,材料科学与工程,（国家专项） 选科要求：首选物理，再选不限,2023,物理类,-,617,9244
湖南大学,化学类,（国家专项） 选科要求：首选物理，再选化学,2023,物理类,-,614,10130
湖南大学,环境科学与工程类,（国家专项） 选科要求：首选物理，再选化学/生物(2选1),2023,物理类,-,612,10834
湖南大学,法学,选科要求：首选历史，再选不限,2023,历史类,-,623,602
湖南大学,汉语言文学,选科要求：首选历史，再选不限,2023,历史类,-,619,744
湖南大学,工商管理,选科要求：首选历史，再选不限,2023,历史类,-,616,876
湖南大学,经济学类,选科要求：首选历史，再选不限,2023,历史类,-,616,876
湖南大学,人文科学试验班,选科要求：首选历史，再选不限,2023,历史类,-,615,911
湖南大学,行政管理,选科要求：首选历史，再选不限,2023,历史类,-,614,954
湖南大学,历史学,选科要求：首选历史，再选不限,2023,历史类,-,612,1066
湖南大学,新闻传播学类,选科要求：首选历史，再选不限,2023,历史类,-,612,1066
湖南大学,英语,选科要求：首选历史，再选不限,2023,历史类,-,612,1066
湖南大学,国际经济与贸易,（实验班） 选科要求：首选历史，再选不限,2023,历史类,-,612,1066
湖南大学,金融学,选科要求：首选历史，再选不限,2023,历史类,-,612,1066
湖南大学,行政管理,（高校专项） 选科要求：首选历史，再选不限,2023,历史类,-,608,1287
湖南大学,法学,（高校专项） 选科要求：首选历史，再选不限,2023,历史类,-,606,1389
湖南大学,英语,（高校专项） 选科要求：首选历史，再选不限,2023,历史类,-,595,2160
湖南大学,新闻传播学类,（高校专项） 选科要求：首选历史，再选不限,2023,历史类,-,594,2242
湖南大学,精算学,选科要求：首选物理，再选不限,2022,物理类,617,615,4665
湖南大学,计算机科学与技术,（可分流至：计算机科学与技术、数据科学与大数据技术） 选科要求：首选物理，再选不限,2022,物理类,616,613,5050
湖南大学,计算机科学与技术,（智能班）（可分流至：智能科学与技术、物联网工程） 选科要求：首选物理，再选不限,2022,物理类,614,612,5258
湖南大学,理科试验班,选科要求：首选物理，再选不限,2022,物理类,616,612,5258
湖南大学,软件工程,（可分流至：软件工程、数字媒体技术） 选科要求：首选物理，再选不限,2022,物理类,613,611,5469
湖南大学,信息安全,（可分流至：信息安全、信息安全）（保密技术） 选科要求：首选物理，再选不限,2022,物理类,612,611,5469
湖南大学,自动化,选科要求：首选物理，再选不限,2022,物理类,612,610,5700
湖南大学,人工智能,选科要求：首选物理，再选不限,2022,物理类,614,610,5700
湖南大学,电子信息工程,选科要求：首选物理，再选不限,2022,物理类,611,610,5700
湖南大学,电气工程及其自动化,选科要求：首选物理，再选不限,2022,物理类,613,610,5700
湖南大学,统计学类,选科要求：首选物理，再选不限,2022,物理类,611,610,5700
湖南大学,法学,选科要求：首选物理，再选不限,2022,物理类,612,610,5700
湖南大学,通信工程,选科要求：首选物理，再选不限,2022,物理类,610,609,5923
湖南大学,电子科学与技术,选科要求：首选物理，再选不限,2022,物理类,611,609,5923
湖南大学,智能制造工程,选科要求：首选物理，再选不限,2022,物理类,611,609,5923
湖南大学,化学类,选科要求：首选物理，再选化学,2022,物理类,613,608,6162
湖南大学,能源与动力工程,选科要求：首选物理，再选不限,2022,物理类,609,608,6162
湖南大学,机器人工程,选科要求：首选物理，再选不限,2022,物理类,609,607,6428
湖南大学,金融学,（可分流至：金融学、金融学）（金融工程） 选科要求：首选物理，再选不限,2022,物理类,611,607,6428
湖南大学,保险学,（风险管理实验班） 选科要求：首选物理，再选不限,2022,物理类,610,607,6428
湖南大学,经济学类,选科要求：首选物理，再选不限,2022,物理类,610,607,6428
湖南大学,储能科学与工程,选科要求：首选物理，再选不限,2022,物理类,607,606,6699
湖南大学,测控技术与仪器,选科要求：首选物理，再选不限,2022,物理类,608,606,6699
湖南大学,智能车辆工程,选科要求：首选物理，再选不限,2022,物理类,607,606,6699
湖南大学,新闻传播学类,选科要求：首选物理，再选不限,2022,物理类,608,606,6699
湖南大学,土木工程,（智能土木实验班） 选科要求：首选物理，再选化学,2022,物理类,606,605,6970
湖南大学,工程力学,（力学实验班） 选科要求：首选物理，再选不限,2022,物理类,608,605,6970
湖南大学,会计学,（可分流至：会计学、财务管理） 选科要求：首选物理，再选不限,2022,物理类,608,605,6970
湖南大学,数字经济,选科要求：首选物理，再选不限,2022,物理类,607,605,6970
湖南大学,数学类,选科要求：首选物理，再选不限,2022,物理类,608,605,6970
湖南大学,化学生物学,选科要求：首选物理，再选化学,2022,物理类,605,604,7239
湖南大学,机械类,（可分流至：机械设计制造及其自动化、车辆工程、工业工程） 选科要求：首选物理，再选不限,2022,物理类,607,604,7239
湖南大学,城乡规划,选科要求：首选物理，再选不限,2022,物理类,607,604,7239
湖南大学,建筑学,选科要求：首选物理，再选不限,2022,物理类,608,604,7239
湖南大学,化学工程与工艺,选科要求：首选物理，再选不限,2022,物理类,605,604,7239
湖南大学,材料科学与工程,选科要求：首选物理，再选不限,2022,物理类,606,604,7239
湖南大学,工业设计,选科要求：首选物理，再选不限,2022,物理类,607,604,7239
湖南大学,应用物理学,选科要求：首选物理，再选不限,2022,物理类,606,604,7239
湖南大学,工商管理,（可分流至：工商管理、市场营销、财务管理）（金融工程） 选科要求：首选物理，再选不限,2022,物理类,605,604,7239
湖南大学,电子商务,（可分流至：电子商务、信息管理与信息系统） 选科要求：首选物理，再选不限,2022,物理类,605,604,7239
湖南大学,城市管理,选科要求：首选物理，再选不限,2022,物理类,604,604,7239
湖南大学,行政管理,选科要求：首选物理，再选不限,2022,物理类,606,604,7239
湖南大学,国际经济与贸易,（实验班） 选科要求：首选物理，再选不限,2022,物理类,605,604,7239
湖南大学,生物医学工程,选科要求：首选物理，再选化学/生物(2选1),2022,物理类,603,603,7519
湖南大学,环境科学与工程类,选科要求：首选物理，再选化学/生物(2选1),2022,物理类,606,603,7519
湖南大学,生物技术,选科要求：首选物理，再选化学/生物(2选1),2022,物理类,604,603,7519
湖南大学,建筑环境与能源应用工程,（低碳建筑实验班） 选科要求：首选物理，再选化学,2022,物理类,603,603,7519
湖南大学,给排水科学与工程,选科要求：首选物理，再选化学,2022,物理类,604,602,7803
湖南大学,土木类,选科要求：首选物理，再选化学,2022,物理类,603,602,7803
湖南大学,会计学,（可分流至：会计学、财务管理） 选科要求：首选历史，再选不限,2022,历史类,606,606,692
湖南大学,金融学,（可分流至：金融学、金融学）（金融工程） 选科要求：首选历史，再选不限,2022,历史类,606,604,791
湖南大学,法学,选科要求：首选历史，再选不限,2022,历史类,607,604,791
湖南大学,历史学,选科要求：首选历史，再选不限,2022,历史类,602,602,890
湖南大学,经济学类,选科要求：首选历史，再选不限,2022,历史类,601,600,981
湖南大学,新闻传播学类,选科要求：首选历史，再选不限,2022,历史类,600,599,1043
湖南大学,工商管理,（可分流至：工商管理、市场营销、财务管理）（金融工程） 选科要求：首选历史，再选不限,2022,历史类,599,599,1043
湖南大学,行政管理,选科要求：首选历史，再选不限,2022,历史类,599,599,1043
湖南大学,国际经济与贸易,（实验班） 选科要求：首选历史，再选不限,2022,历史类,600,599,1043
湖南大学,日语,选科要求：首选历史，再选不限,2022,历史类,599,599,1043
湖南大学,汉语言文学,选科要求：首选历史，再选不限,2022,历史类,601,599,1043
湖南大学,人文科学试验班,选科要求：首选历史，再选不限,2022,历史类,602,599,1043
湖南大学,计算机科学与技术,（拔尖实验班） 选科要求：首选物理，再选不限,2021,物理类,-,630,3922
湖南大学,法学,选科要求：首选物理，再选不限,2021,物理类,-,626,4657
湖南大学,计算机科学与技术,选科要求：首选物理，再选不限,2021,物理类,-,625,4860
湖南大学,计算机科学与技术,（智能班） 选科要求：首选物理，再选不限,2021,物理类,-,625,4860
湖南大学,国际经济与贸易,（实验班） 选科要求：首选物理，再选不限,2021,物理类,-,625,4860
湖南大学,理科试验班,选科要求：首选物理，再选不限,2021,物理类,-,624,5054
湖南大学,软件工程,选科要求：首选物理，再选不限,2021,物理类,-,623,5275
湖南大学,统计学类,选科要求：首选物理，再选不限,2021,物理类,-,623,5275
湖南大学,通信工程,选科要求：首选物理，再选不限,2021,物理类,-,622,5519
湖南大学,自动化,选科要求：首选物理，再选不限,2021,物理类,-,622,5519
湖南大学,精算学,选科要求：首选物理，再选不限,2021,物理类,-,622,5519
湖南大学,电气工程及其自动化,选科要求：首选物理，再选不限,2021,物理类,-,622,5519
湖南大学,电子信息工程,选科要求：首选物理，再选不限,2021,物理类,-,622,5519
湖南大学,机器人工程,选科要求：首选物理，再选不限,2021,物理类,-,622,5519
湖南大学,智能制造工程,选科要求：首选物理，再选不限,2021,物理类,-,622,5519
湖南大学,信息安全,选科要求：首选物理，再选不限,2021,物理类,-,622,5519
湖南大学,金融学,选科要求：首选物理，再选不限,2021,物理类,-,621,5745
湖南大学,经济学类,选科要求：首选物理，再选不限,2021,物理类,-,621,5745
湖南大学,新闻传播学类,选科要求：首选物理，再选不限,2021,物理类,-,621,5745
湖南大学,数学类,选科要求：首选物理，再选不限,2021,物理类,-,621,5745
湖南大学,会计学,选科要求：首选物理，再选不限,2021,物理类,-,621,5745
湖南大学,电子科学与技术,选科要求：首选物理，再选不限,2021,物理类,-,620,5972
湖南大学,测控技术与仪器,选科要求：首选物理，再选不限,2021,物理类,-,620,5972
湖南大学,应用物理学,选科要求：首选物理，再选不限,2021,物理类,-,620,5972
湖南大学,能源与动力工程,选科要求：首选物理，再选不限,2021,物理类,-,619,6226
湖南大学,电子商务,选科要求：首选物理，再选不限,2021,物理类,-,619,6226
湖南大学,材料科学与工程,选科要求：首选物理，再选不限,2021,物理类,-,619,6226
湖南大学,建筑学,选科要求：首选物理，再选不限,2021,物理类,-,619,6226
湖南大学,工商管理,选科要求：首选物理，再选不限,2021,物理类,-,619,6226
湖南大学,国际经济与贸易,选科要求：首选物理，再选不限,2021,物理类,-,619,6226
湖南大学,化学工程与工艺,选科要求：首选物理，再选不限,2021,物理类,-,619,6226
湖南大学,保险学,（风险管理实验班） 选科要求：首选物理，再选不限,2021,物理类,-,619,6226
湖南大学,行政管理,选科要求：首选物理，再选不限,2021,物理类,-,618,6467
湖南大学,环境科学与工程类,选科要求：首选物理，再选化学/生物(2选1),2021,物理类,-,618,6467
湖南大学,机械类,选科要求：首选物理，再选不限,2021,物理类,-,618,6467
湖南大学,工业设计,选科要求：首选物理，再选不限,2021,物理类,-,618,6467
湖南大学,城乡规划,选科要求：首选物理，再选不限,2021,物理类,-,618,6467
湖南大学,通信工程,（国家专项） 选科要求：首选物理，再选不限,2021,物理类,-,617,6711
湖南大学,自动化,（国家专项） 选科要求：首选物理，再选不限,2021,物理类,-,617,6711
湖南大学,电气工程及其自动化,（国家专项） 选科要求：首选物理，再选不限,2021,物理类,-,617,6711
湖南大学,生物技术,选科要求：首选物理，再选化学/生物(2选1),2021,物理类,-,617,6711
湖南大学,生物医学工程,选科要求：首选物理，再选化学/生物(2选1),2021,物理类,-,617,6711
湖南大学,法学,（国家专项） 选科要求：首选物理，再选不限,2021,物理类,-,616,6984
湖南大学,建筑环境与能源应用工程,选科要求：首选物理，再选化学,2021,物理类,-,616,6984
湖南大学,化学类,选科要求：首选物理，再选化学,2021,物理类,-,616,6984
湖南大学,给排水科学与工程,选科要求：首选物理，再选化学,2021,物理类,-,615,7267
湖南大学,土木类,选科要求：首选物理，再选化学,2021,物理类,-,615,7267
湖南大学,化学工程与工艺,（国家专项） 选科要求：首选物理，再选不限,2021,物理类,-,615,7267
湖南大学,测控技术与仪器,（国家专项） 选科要求：首选物理，再选不限,2021,物理类,-,614,7538
湖南大学,土木类,（国家专项） 选科要求：首选物理，再选化学,2021,物理类,-,614,7538
