学校,专业,备注,年份,科目,平均分,最低分,位次
中南林业科技大学,会计学,（地方专项）,2020,文科,-,584,7442
中南林业科技大学,翻译,（地方专项）（只招收英语语种考生）,2020,文科,-,584,7442
中南林业科技大学,市场营销,,2020,文科,-,584,7442
中南林业科技大学,日语,（地方专项）（收费4500元/年；只招英语、日语语种考生）,2020,文科,-,583,7696
中南林业科技大学,朝鲜语,（只招收英语语种考生）,2020,文科,-,583,7696
中南林业科技大学,旅游管理类,（含旅游管理、酒店管理、会展经济与管理；收费5000元/年）,2020,文科,-,583,7696
中南林业科技大学,物流管理,,2020,文科,-,583,7696
中南林业科技大学,农林经济管理,,2020,文科,-,583,7696
中南林业科技大学,法语,（地方专项）（收费4500元/年；只招英语、法语语种考生）,2020,文科,-,582,7924
中南林业科技大学,俄语,（地方专项）（只招收英语语种考生）,2020,文科,-,581,8193
中南林业科技大学,金融学类,（地方专项）（含金融学、保险学、国际经济与贸易；收费5000元/年）,2020,文科,-,580,8464
中南林业科技大学,行政管理,（地方专项）,2020,文科,-,580,8464
中南林业科技大学,农林经济管理,（地方专项）,2020,文科,-,580,8464
中南林业科技大学,国际商务,（地方专项）,2020,文科,-,579,8725
中南林业科技大学,市场营销,（地方专项）,2020,文科,-,579,8725
中南林业科技大学,人力资源管理,（地方专项）,2020,文科,-,579,8725
中南林业科技大学,旅游管理类,（地方专项）（含旅游管理、酒店管理、会展经济与管理；收费5000元/年）,2020,文科,-,578,9019
中南林业科技大学,物流管理,（地方专项）,2020,文科,-,578,9019
中南林业科技大学,朝鲜语,（地方专项）（只招收英语语种考生）,2020,文科,-,578,9019
中南林业科技大学,会计学,（班戈学院）（中外合作办学）（要求考生英语成绩不低于105分；收费38000元/年）,2020,文科,-,564,13666
中南林业科技大学,金融学,（班戈学院）（中外合作办学）（要求考生英语成绩不低于105分；收费38000元/年）,2020,文科,-,564,13666
湖南科技大学,电气工程及其自动化,（卓越工程师班） 选科要求：首选物理，再选不限,2023,物理类,576,573,27776
湖南科技大学,计算机科学与技术,选科要求：首选物理，再选不限,2023,物理类,573,569,30051
湖南科技大学,电气工程及其自动化,选科要求：首选物理，再选不限,2023,物理类,571,568,30576
湖南科技大学,软件工程,选科要求：首选物理，再选不限,2023,物理类,570,567,31149
湖南科技大学,机械设计制造及其自动化,（卓越工程师班） 选科要求：首选物理，再选不限,2023,物理类,569,566,31730
湖南科技大学,数据科学与大数据技术,选科要求：首选物理，再选不限,2023,物理类,566,563,33492
湖南科技大学,信息与计算科学,选科要求：首选物理，再选不限,2023,物理类,565,562,34114
湖南科技大学,金融工程,选科要求：首选物理，再选不限,2023,物理类,562,559,35922
湖南科技大学,财务管理,选科要求：首选物理，再选不限,2023,物理类,562,559,35922
湖南科技大学,会计学,选科要求：首选物理，再选不限,2023,物理类,563,559,35922
湖南科技大学,经济学,选科要求：首选物理，再选不限,2023,物理类,563,559,35922
湖南科技大学,数学与应用数学,选科要求：首选物理，再选不限,2023,物理类,565,559,35922
湖南科技大学,自动化,选科要求：首选物理，再选不限,2023,物理类,563,558,36547
湖南科技大学,电子信息工程,选科要求：首选物理，再选不限,2023,物理类,562,556,37805
湖南科技大学,英语,（师范） 选科要求：首选物理，再选不限,2023,物理类,559,551,41027
湖南科技大学,电子信息科学与技术,选科要求：首选物理，再选不限,2023,物理类,554,551,41027
湖南科技大学,物联网工程,选科要求：首选物理，再选不限,2023,物理类,554,550,41667
湖南科技大学,信息安全,选科要求：首选物理，再选不限,2023,物理类,556,550,41667
湖南科技大学,应用统计学,选科要求：首选物理，再选不限,2023,物理类,555,549,42337
湖南科技大学,通信工程,选科要求：首选物理，再选不限,2023,物理类,552,549,42337
湖南科技大学,教育学,选科要求：首选物理，再选不限,2023,物理类,553,548,43010
湖南科技大学,法学,选科要求：首选物理，再选不限,2023,物理类,555,547,43680
湖南科技大学,新闻学,选科要求：首选物理，再选不限,2023,物理类,553,547,43680
湖南科技大学,集成电路设计与集成系统,选科要求：首选物理，再选不限,2023,物理类,551,547,43680
湖南科技大学,机械设计制造及其自动化,选科要求：首选物理，再选不限,2023,物理类,551,547,43680
湖南科技大学,车辆工程,选科要求：首选物理，再选不限,2023,物理类,548,546,44368
湖南科技大学,光电信息科学与工程,选科要求：首选物理，再选不限,2023,物理类,549,545,45063
湖南科技大学,化学工程与工艺,（卓越工程师班） 选科要求：首选物理，再选化学,2023,物理类,549,545,45063
湖南科技大学,化学工程与工艺,选科要求：首选物理，再选化学,2023,物理类,551,545,45063
湖南科技大学,智能制造工程,选科要求：首选物理，再选不限,2023,物理类,547,545,45063
湖南科技大学,机械电子工程,选科要求：首选物理，再选不限,2023,物理类,547,545,45063
湖南科技大学,机器人工程,选科要求：首选物理，再选不限,2023,物理类,546,544,45798
湖南科技大学,工程力学,选科要求：首选物理，再选不限,2023,物理类,546,544,45798
湖南科技大学,日语,选科要求：首选物理，再选不限,2023,物理类,545,543,46473
湖南科技大学,城乡规划,选科要求：首选物理，再选不限,2023,物理类,544,543,46473
湖南科技大学,测控技术与仪器,选科要求：首选物理，再选不限,2023,物理类,545,543,46473
湖南科技大学,地理科学,选科要求：首选物理，再选化学/地理(2选1),2023,物理类,548,542,47160
湖南科技大学,工业工程,选科要求：首选物理，再选不限,2023,物理类,546,542,47160
湖南科技大学,勘查技术与工程,选科要求：首选物理，再选不限,2023,物理类,543,541,47866
湖南科技大学,智能材料与结构,选科要求：首选物理，再选不限,2023,物理类,544,541,47866
湖南科技大学,公共事业管理,选科要求：首选物理，再选不限,2023,物理类,542,541,47866
湖南科技大学,电子商务,选科要求：首选物理，再选不限,2023,物理类,545,541,47866
湖南科技大学,人力资源管理,选科要求：首选物理，再选不限,2023,物理类,546,541,47866
湖南科技大学,国际经济与贸易,选科要求：首选物理，再选不限,2023,物理类,549,541,47866
湖南科技大学,小学教育,选科要求：首选物理，再选不限,2023,物理类,545,541,47866
湖南科技大学,汉语国际教育,选科要求：首选物理，再选不限,2023,物理类,546,541,47866
湖南科技大学,英语,选科要求：首选物理，再选不限,2023,物理类,545,541,47866
湖南科技大学,广告学,选科要求：首选物理，再选不限,2023,物理类,544,541,47866
湖南科技大学,风景园林,选科要求：首选物理，再选不限,2023,物理类,542,541,47866
湖南科技大学,建筑学,选科要求：首选物理，再选不限,2023,物理类,545,541,47866
湖南科技大学,物理学,选科要求：首选物理，再选不限,2023,物理类,551,541,47866
湖南科技大学,应用化学,选科要求：首选物理，再选化学,2023,物理类,545,541,47866
湖南科技大学,智能建造,选科要求：首选物理，再选不限,2023,物理类,543,541,47866
湖南科技大学,建筑环境与能源应用工程,选科要求：首选物理，再选不限,2023,物理类,542,541,47866
湖南科技大学,给排水科学与工程,选科要求：首选物理，再选不限,2023,物理类,544,541,47866
湖南科技大学,应急技术与管理,选科要求：首选物理，再选不限,2023,物理类,544,541,47866
湖南科技大学,安全工程,选科要求：首选物理，再选不限,2023,物理类,541,541,47866
湖南科技大学,测绘工程,选科要求：首选物理，再选不限,2023,物理类,543,540,48596
湖南科技大学,材料科学与工程,选科要求：首选物理，再选不限,2023,物理类,544,540,48596
湖南科技大学,材料成型及控制工程,选科要求：首选物理，再选不限,2023,物理类,542,540,48596
湖南科技大学,数字经济,选科要求：首选物理，再选不限,2023,物理类,544,540,48596
湖南科技大学,工商管理,选科要求：首选物理，再选不限,2023,物理类,545,540,48596
湖南科技大学,教育技术学,选科要求：首选物理，再选不限,2023,物理类,541,540,48596
湖南科技大学,应用心理学,选科要求：首选物理，再选不限,2023,物理类,546,540,48596
湖南科技大学,思想政治教育,选科要求：首选物理，再选思想政治,2023,物理类,549,540,48596
湖南科技大学,翻译,选科要求：首选物理，再选不限,2023,物理类,543,540,48596
湖南科技大学,制药工程,选科要求：首选物理，再选化学/生物(2选1),2023,物理类,546,540,48596
湖南科技大学,化学,选科要求：首选物理，再选化学,2023,物理类,549,540,48596
湖南科技大学,土木工程,选科要求：首选物理，再选不限,2023,物理类,544,540,48596
湖南科技大学,能源化学工程,选科要求：首选物理，再选化学/生物(2选1),2023,物理类,543,538,50112
湖南科技大学,地理信息科学,选科要求：首选物理，再选化学/地理(2选1),2023,物理类,542,537,50850
湖南科技大学,生物工程,选科要求：首选物理，再选化学/生物(2选1),2023,物理类,543,537,50850
湖南科技大学,环境工程,选科要求：首选物理，再选化学/生物(2选1),2023,物理类,540,536,51610
湖南科技大学,生物科学,选科要求：首选物理，再选化学/生物(2选1),2023,物理类,542,535,52316
湖南科技大学,法学,选科要求：首选历史，再选不限,2023,历史类,549,544,8595
湖南科技大学,思想政治教育,选科要求：首选历史，再选思想政治,2023,历史类,549,543,8778
湖南科技大学,汉语言文学,选科要求：首选历史，再选不限,2023,历史类,547,542,8955
湖南科技大学,会计学,选科要求：首选历史，再选不限,2023,历史类,541,539,9496
湖南科技大学,地理科学,选科要求：首选历史，再选化学/地理(2选1),2023,历史类,546,538,9703
湖南科技大学,数字经济,选科要求：首选历史，再选不限,2023,历史类,541,537,9898
湖南科技大学,历史学,选科要求：首选历史，再选不限,2023,历史类,541,537,9898
湖南科技大学,教育学,选科要求：首选历史，再选不限,2023,历史类,540,536,10121
湖南科技大学,小学教育,选科要求：首选历史，再选不限,2023,历史类,536,535,10352
湖南科技大学,地理信息科学,选科要求：首选历史，再选化学/地理(2选1),2023,历史类,537,534,10574
湖南科技大学,财务管理,选科要求：首选历史，再选不限,2023,历史类,537,533,10790
湖南科技大学,应用心理学,选科要求：首选历史，再选不限,2023,历史类,537,532,11006
湖南科技大学,广告学,选科要求：首选历史，再选不限,2023,历史类,535,532,11006
湖南科技大学,新闻学,选科要求：首选历史，再选不限,2023,历史类,536,532,11006
湖南科技大学,公共事业管理,选科要求：首选历史，再选不限,2023,历史类,539,531,11240
湖南科技大学,经济学,选科要求：首选历史，再选不限,2023,历史类,536,531,11240
湖南科技大学,电子商务,选科要求：首选历史，再选不限,2023,历史类,534,530,11482
湖南科技大学,人力资源管理,选科要求：首选历史，再选不限,2023,历史类,533,530,11482
湖南科技大学,金融工程,选科要求：首选历史，再选不限,2023,历史类,533,530,11482
湖南科技大学,工商管理,选科要求：首选历史，再选不限,2023,历史类,534,530,11482
湖南科技大学,教育技术学,选科要求：首选历史，再选不限,2023,历史类,533,530,11482
湖南科技大学,风景园林,选科要求：首选历史，再选不限,2023,历史类,532,530,11482
湖南科技大学,国际经济与贸易,选科要求：首选历史，再选不限,2023,历史类,534,529,11729
湖南科技大学,英语,（师范） 选科要求：首选历史，再选不限,2023,历史类,539,526,12500
湖南科技大学,汉语国际教育,选科要求：首选历史，再选不限,2023,历史类,532,525,12750
湖南科技大学,英语,选科要求：首选历史，再选不限,2023,历史类,530,524,13011
湖南科技大学,翻译,选科要求：首选历史，再选不限,2023,历史类,527,523,13258
湖南科技大学,电气工程及其自动化,（卓越工程师班） 选科要求：首选物理，再选不限,2022,物理类,557,554,29374
湖南科技大学,计算机科学与技术,选科要求：首选物理，再选不限,2022,物理类,556,552,30619
湖南科技大学,电气工程及其自动化,选科要求：首选物理，再选不限,2022,物理类,554,551,31227
湖南科技大学,软件工程,选科要求：首选物理，再选不限,2022,物理类,553,550,31854
湖南科技大学,数学与应用数学,（师范） 选科要求：首选物理，再选不限,2022,物理类,557,550,31854
湖南科技大学,英语,（师范） 选科要求：首选物理，再选不限,2022,物理类,558,549,32511
湖南科技大学,数据科学与大数据技术,选科要求：首选物理，再选不限,2022,物理类,550,548,33124
湖南科技大学,机械设计制造及其自动化,（卓越工程师班） 选科要求：首选物理，再选不限,2022,物理类,551,548,33124
湖南科技大学,信息与计算科学,选科要求：首选物理，再选不限,2022,物理类,550,548,33124
湖南科技大学,财务管理,选科要求：首选物理，再选不限,2022,物理类,548,546,34455
湖南科技大学,会计学,选科要求：首选物理，再选不限,2022,物理类,549,546,34455
湖南科技大学,金融工程,选科要求：首选物理，再选不限,2022,物理类,548,546,34455
湖南科技大学,经济学,选科要求：首选物理，再选不限,2022,物理类,548,546,34455
湖南科技大学,英语,选科要求：首选物理，再选不限,2022,物理类,548,546,34455
湖南科技大学,汉语国际教育,选科要求：首选物理，再选不限,2022,物理类,548,546,34455
湖南科技大学,翻译,选科要求：首选物理，再选不限,2022,物理类,548,545,35124
湖南科技大学,日语,选科要求：首选物理，再选不限,2022,物理类,546,545,35124
湖南科技大学,地理科学,（师范） 选科要求：首选物理，再选化学/地理(2选1),2022,物理类,552,545,35124
湖南科技大学,思想政治教育,（师范） 选科要求：首选物理，再选思想政治,2022,物理类,549,544,35782
湖南科技大学,教育学,（师范） 选科要求：首选物理，再选不限,2022,物理类,548,542,37125
湖南科技大学,自动化,选科要求：首选物理，再选不限,2022,物理类,547,541,37813
湖南科技大学,电子信息工程,选科要求：首选物理，再选不限,2022,物理类,547,541,37813
湖南科技大学,物理学,（师范） 选科要求：首选物理，再选不限,2022,物理类,546,540,38539
湖南科技大学,化学工程与工艺,（卓越工程师班） 选科要求：首选物理，再选化学,2022,物理类,542,539,39275
湖南科技大学,物联网工程,选科要求：首选物理，再选不限,2022,物理类,544,539,39275
湖南科技大学,电子信息科学与技术,选科要求：首选物理，再选不限,2022,物理类,542,538,39988
湖南科技大学,法学,选科要求：首选物理，再选不限,2022,物理类,547,538,39988
湖南科技大学,信息安全,选科要求：首选物理，再选不限,2022,物理类,544,538,39988
湖南科技大学,化学,（师范） 选科要求：首选物理，再选化学,2022,物理类,545,537,40696
湖南科技大学,应用统计学,选科要求：首选物理，再选不限,2022,物理类,541,536,41408
湖南科技大学,生物科学,（师范） 选科要求：首选物理，再选化学/生物(2选1),2022,物理类,544,536,41408
湖南科技大学,电子商务,选科要求：首选物理，再选不限,2022,物理类,539,535,42178
湖南科技大学,新闻学,选科要求：首选物理，再选不限,2022,物理类,543,535,42178
湖南科技大学,工商管理,选科要求：首选物理，再选不限,2022,物理类,537,534,42886
湖南科技大学,小学教育,（师范） 选科要求：首选物理，再选不限,2022,物理类,537,534,42886
湖南科技大学,通信工程,选科要求：首选物理，再选不限,2022,物理类,539,533,43621
湖南科技大学,应用心理学,（师范） 选科要求：首选物理，再选不限,2022,物理类,538,533,43621
湖南科技大学,机械设计制造及其自动化,选科要求：首选物理，再选不限,2022,物理类,539,532,44428
湖南科技大学,国际经济与贸易,选科要求：首选物理，再选不限,2022,物理类,538,532,44428
湖南科技大学,化学工程与工艺,选科要求：首选物理，再选化学,2022,物理类,535,531,45193
湖南科技大学,应用化学,选科要求：首选物理，再选化学,2022,物理类,535,531,45193
湖南科技大学,车辆工程,选科要求：首选物理，再选不限,2022,物理类,537,530,45965
湖南科技大学,人力资源管理,选科要求：首选物理，再选不限,2022,物理类,536,530,45965
湖南科技大学,教育技术学,（师范） 选科要求：首选物理，再选不限,2022,物理类,534,530,45965
湖南科技大学,制药工程,选科要求：首选物理，再选化学/生物(2选1),2022,物理类,535,530,45965
湖南科技大学,集成电路设计与集成系统,选科要求：首选物理，再选不限,2022,物理类,537,529,46751
湖南科技大学,智能制造工程,选科要求：首选物理，再选不限,2022,物理类,534,529,46751
湖南科技大学,广告学,选科要求：首选物理，再选不限,2022,物理类,532,529,46751
湖南科技大学,机器人工程,选科要求：首选物理，再选不限,2022,物理类,534,528,47524
湖南科技大学,光电信息科学与工程,选科要求：首选物理，再选不限,2022,物理类,534,528,47524
湖南科技大学,机械电子工程,选科要求：首选物理，再选不限,2022,物理类,532,528,47524
湖南科技大学,生物工程,选科要求：首选物理，再选化学/生物(2选1),2022,物理类,531,527,48318
湖南科技大学,环境工程,选科要求：首选物理，再选化学/生物(2选1),2022,物理类,531,527,48318
湖南科技大学,能源化学工程,选科要求：首选物理，再选化学/生物(2选1),2022,物理类,531,527,48318
湖南科技大学,测绘工程,选科要求：首选物理，再选不限,2022,物理类,528,527,48318
湖南科技大学,公共事业管理,选科要求：首选物理，再选不限,2022,物理类,531,526,49134
湖南科技大学,城乡规划,选科要求：首选物理，再选不限,2022,物理类,529,526,49134
湖南科技大学,材料科学与工程,选科要求：首选物理，再选不限,2022,物理类,528,525,49923
湖南科技大学,材料成型及控制工程,选科要求：首选物理，再选不限,2022,物理类,533,525,49923
湖南科技大学,工业工程,选科要求：首选物理，再选不限,2022,物理类,527,525,49923
湖南科技大学,工程管理,选科要求：首选物理，再选不限,2022,物理类,526,525,49923
湖南科技大学,应急技术与管理,选科要求：首选物理，再选不限,2022,物理类,527,525,49923
湖南科技大学,建筑学,选科要求：首选物理，再选不限,2022,物理类,534,525,49923
湖南科技大学,建筑环境与能源应用工程,选科要求：首选物理，再选不限,2022,物理类,529,525,49923
湖南科技大学,智能材料与结构,选科要求：首选物理，再选不限,2022,物理类,530,524,50721
湖南科技大学,测控技术与仪器,选科要求：首选物理，再选不限,2022,物理类,528,524,50721
湖南科技大学,工程力学,选科要求：首选物理，再选不限,2022,物理类,530,524,50721
湖南科技大学,勘查技术与工程,选科要求：首选物理，再选不限,2022,物理类,528,524,50721
湖南科技大学,安全工程,选科要求：首选物理，再选不限,2022,物理类,529,524,50721
湖南科技大学,风景园林,选科要求：首选物理，再选不限,2022,物理类,530,524,50721
湖南科技大学,给排水科学与工程,选科要求：首选物理，再选不限,2022,物理类,529,524,50721
湖南科技大学,土木工程,选科要求：首选物理，再选不限,2022,物理类,532,524,50721
湖南科技大学,新闻学,选科要求：首选历史，再选不限,2022,历史类,547,545,8900
湖南科技大学,汉语言文学,（师范） 选科要求：首选历史，再选不限,2022,历史类,550,545,8900
湖南科技大学,思想政治教育,（师范） 选科要求：首选历史，再选思想政治,2022,历史类,546,545,8900
湖南科技大学,地理科学,（师范） 选科要求：首选历史，再选化学/地理(2选1),2022,历史类,551,545,8900
湖南科技大学,地理信息科学,选科要求：首选历史，再选化学/地理(2选1),2022,历史类,550,544,9159
湖南科技大学,广告学,选科要求：首选历史，再选不限,2022,历史类,545,543,9441
湖南科技大学,历史学,（师范） 选科要求：首选历史，再选不限,2022,历史类,546,543,9441
湖南科技大学,教育学,（师范） 选科要求：首选历史，再选不限,2022,历史类,546,543,9441
湖南科技大学,法学,选科要求：首选历史，再选不限,2022,历史类,545,542,9732
湖南科技大学,小学教育,（师范） 选科要求：首选历史，再选不限,2022,历史类,545,542,9732
湖南科技大学,英语,（师范） 选科要求：首选历史，再选不限,2022,历史类,548,542,9732
湖南科技大学,应用心理学,（师范） 选科要求：首选历史，再选不限,2022,历史类,543,541,9995
湖南科技大学,汉语国际教育,选科要求：首选历史，再选不限,2022,历史类,542,541,9995
湖南科技大学,会计学,选科要求：首选历史，再选不限,2022,历史类,543,540,10280
湖南科技大学,经济学,选科要求：首选历史，再选不限,2022,历史类,542,539,10556
湖南科技大学,英语,选科要求：首选历史，再选不限,2022,历史类,543,539,10556
湖南科技大学,公共事业管理,选科要求：首选历史，再选不限,2022,历史类,540,537,11129
湖南科技大学,工商管理,选科要求：首选历史，再选不限,2022,历史类,538,537,11129
湖南科技大学,国际经济与贸易,选科要求：首选历史，再选不限,2022,历史类,541,537,11129
湖南科技大学,翻译,选科要求：首选历史，再选不限,2022,历史类,538,537,11129
湖南科技大学,日语,选科要求：首选历史，再选不限,2022,历史类,540,537,11129
湖南科技大学,风景园林,选科要求：首选历史，再选不限,2022,历史类,538,536,11444
湖南科技大学,城乡规划,选科要求：首选历史，再选不限,2022,历史类,538,536,11444
湖南科技大学,电子商务,选科要求：首选历史，再选不限,2022,历史类,539,536,11444
湖南科技大学,人力资源管理,选科要求：首选历史，再选不限,2022,历史类,537,536,11444
湖南科技大学,财务管理,选科要求：首选历史，再选不限,2022,历史类,539,536,11444
湖南科技大学,金融工程,选科要求：首选历史，再选不限,2022,历史类,541,536,11444
湖南科技大学,教育技术学,（师范） 选科要求：首选历史，再选不限,2022,历史类,539,536,11444
湖南科技大学,英语,（师范）（要求口语）（英语） 选科要求：首选物理，再选不限,2021,物理类,-,571,25854
湖南科技大学,数学与应用数学,（师范） 选科要求：首选物理，再选不限,2021,物理类,-,568,27685
湖南科技大学,软件工程,选科要求：首选物理，再选不限,2021,物理类,-,567,28307
湖南科技大学,计算机科学与技术,选科要求：首选物理，再选不限,2021,物理类,-,567,28307
湖南科技大学,英语,选科要求：首选物理，再选不限,2021,物理类,-,567,28307
湖南科技大学,翻译,选科要求：首选物理，再选不限,2021,物理类,-,566,28903
湖南科技大学,电气工程及其自动化,（卓越工程师班） 选科要求：首选物理，再选不限,2021,物理类,-,566,28903
湖南科技大学,法学,选科要求：首选物理，再选不限,2021,物理类,-,566,28903
湖南科技大学,数学与应用数学,（师范） 选科要求：首选物理，再选不限,2021,物理类,-,566,28903
湖南科技大学,经济学,选科要求：首选物理，再选不限,2021,物理类,-,565,29504
湖南科技大学,机械设计制造及其自动化,（卓越工程师班） 选科要求：首选物理，再选不限,2021,物理类,-,565,29504
湖南科技大学,信息与计算科学,选科要求：首选物理，再选不限,2021,物理类,-,565,29504
湖南科技大学,金融工程,选科要求：首选物理，再选不限,2021,物理类,-,564,30121
湖南科技大学,财务管理,选科要求：首选物理，再选不限,2021,物理类,-,564,30121
湖南科技大学,计算机科学与技术,选科要求：首选物理，再选不限,2021,物理类,-,564,30121
湖南科技大学,电气工程及其自动化,选科要求：首选物理，再选不限,2021,物理类,-,564,30121
湖南科技大学,数据科学与大数据技术,选科要求：首选物理，再选不限,2021,物理类,-,564,30121
湖南科技大学,数学与应用数学,（师范）（国家专项） 选科要求：首选物理，再选不限,2021,物理类,-,564,30121
湖南科技大学,思想政治教育,（师范） 选科要求：首选物理，再选思想政治,2021,物理类,-,564,30121
湖南科技大学,会计学,选科要求：首选物理，再选不限,2021,物理类,-,564,30121
湖南科技大学,软件工程,选科要求：首选物理，再选不限,2021,物理类,-,563,30742
湖南科技大学,生物科学,（师范） 选科要求：首选物理，再选化学/生物(2选1),2021,物理类,-,563,30742
湖南科技大学,法学,选科要求：首选物理，再选不限,2021,物理类,-,563,30742
湖南科技大学,地理信息科学,选科要求：首选物理，再选化学/地理(2选1),2021,物理类,-,563,30742
湖南科技大学,人力资源管理,选科要求：首选物理，再选不限,2021,物理类,-,563,30742
湖南科技大学,物联网工程,选科要求：首选物理，再选不限,2021,物理类,-,562,31365
湖南科技大学,物理学,（师范） 选科要求：首选物理，再选不限,2021,物理类,-,562,31365
湖南科技大学,地理科学,（师范） 选科要求：首选物理，再选化学/地理(2选1),2021,物理类,-,562,31365
湖南科技大学,新闻学,选科要求：首选物理，再选不限,2021,物理类,-,561,32035
湖南科技大学,数据科学与大数据技术,选科要求：首选物理，再选不限,2021,物理类,-,561,32035
湖南科技大学,教育学,（师范） 选科要求：首选物理，再选不限,2021,物理类,-,561,32035
湖南科技大学,应用心理学,选科要求：首选物理，再选不限,2021,物理类,-,561,32035
湖南科技大学,金融工程,选科要求：首选物理，再选不限,2021,物理类,-,560,32675
湖南科技大学,电子信息工程,选科要求：首选物理，再选不限,2021,物理类,-,560,32675
湖南科技大学,工商管理,选科要求：首选物理，再选不限,2021,物理类,-,560,32675
湖南科技大学,风景园林,选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,通信工程,选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,软件工程,（国家专项） 选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,自动化,选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,自动化,选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,电气工程及其自动化,选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,物联网工程,选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,机械电子工程,选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,机器人工程,选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,应用统计学,选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,小学教育,（师范） 选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,国际经济与贸易,选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,信息安全,选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,信息与计算科学,选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,人力资源管理,选科要求：首选物理，再选不限,2021,物理类,-,559,33310
湖南科技大学,计算机科学与技术,（国家专项） 选科要求：首选物理，再选不限,2021,物理类,-,558,33957
湖南科技大学,电子信息科学与技术,选科要求：首选物理，再选不限,2021,物理类,-,558,33957
湖南科技大学,集成电路设计与集成系统,选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,通信工程,选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,电子商务,选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,物理学,（师范） 选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,汉语国际教育,选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,机械设计制造及其自动化,选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,机器人工程,选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,应用统计学,选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,广告学,选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,工程管理,选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,国际经济与贸易,选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,制药工程,选科要求：首选物理，再选化学/生物(2选1),2021,物理类,-,557,34604
湖南科技大学,公共事业管理,选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,公共事业管理,选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,信息安全,选科要求：首选物理，再选不限,2021,物理类,-,557,34604
湖南科技大学,车辆工程,选科要求：首选物理，再选不限,2021,物理类,-,556,35269
湖南科技大学,电子信息科学与技术,选科要求：首选物理，再选不限,2021,物理类,-,556,35269
湖南科技大学,电子信息工程,选科要求：首选物理，再选不限,2021,物理类,-,556,35269
湖南科技大学,生物工程,选科要求：首选物理，再选化学/生物(2选1),2021,物理类,-,556,35269
湖南科技大学,物理学,（师范）（国家专项） 选科要求：首选物理，再选不限,2021,物理类,-,556,35269
湖南科技大学,测绘工程,选科要求：首选物理，再选不限,2021,物理类,-,556,35269
湖南科技大学,机械设计制造及其自动化,选科要求：首选物理，再选不限,2021,物理类,-,556,35269
湖南科技大学,智能制造工程,选科要求：首选物理，再选不限,2021,物理类,-,556,35269
湖南科技大学,建筑学,选科要求：首选物理，再选不限,2021,物理类,-,556,35269
湖南科技大学,应急技术与管理,选科要求：首选物理，再选不限,2021,物理类,-,556,35269
湖南科技大学,城乡规划,选科要求：首选物理，再选不限,2021,物理类,-,556,35269
湖南科技大学,化学工程与工艺,（卓越工程师班） 选科要求：首选物理，再选化学,2021,物理类,-,556,35269
湖南科技大学,车辆工程,选科要求：首选物理，再选不限,2021,物理类,-,555,35981
湖南科技大学,能源化学工程,选科要求：首选物理，再选化学/生物(2选1),2021,物理类,-,555,35981
湖南科技大学,生物科学,（师范） 选科要求：首选物理，再选化学/生物(2选1),2021,物理类,-,555,35981
湖南科技大学,环境工程,选科要求：首选物理，再选化学/生物(2选1),2021,物理类,-,555,35981
湖南科技大学,材料成型及控制工程,选科要求：首选物理，再选不限,2021,物理类,-,555,35981
湖南科技大学,日语,选科要求：首选物理，再选不限,2021,物理类,-,555,35981
湖南科技大学,旅游管理,选科要求：首选物理，再选不限,2021,物理类,-,555,35981
湖南科技大学,建筑学,选科要求：首选物理，再选不限,2021,物理类,-,555,35981
湖南科技大学,安全工程,选科要求：首选物理，再选不限,2021,物理类,-,555,35981
湖南科技大学,安全工程,选科要求：首选物理，再选不限,2021,物理类,-,555,35981
